"Skip, this pipe will take you inside the house. I’ll let you in if
you can get all the ticks and fleas off my friend Fido.","Skip, cette canalisation te mènera dans la maison. Je te laisserai
entrer si tu débarrasses mon ami Fido de toutes les tiques et les
puces qui l’embêtent.","Skip, dieses Rohr bringt Dich ins Haus. Ich lasse Dich hinein,
wenn Du meinen Freund Fido von allen Zecken und Flöhen
befreien kannst.","Skip, entrarás a la casa por esta tubería. Te dejaré entrar si
le quitas a mi amigo Fido todas la garrapatas y pulgas.","Skip, questo tubo ti porterà dentro la casa. Ti lasceró entrare se
puoi liberare il mio amico Fido da tutte le pulci e gli acari.","Skip, detta rör tar dig in i huset. Jag släpper in dig om du
kan ta bort alla fästingar och loppor från min vän Fido.","Skip, door deze pijp kom je in het huis. Ik laat je binnen als
je alle teken en vlooien van mijn vriend Fido kunt verwijderen."
You got all the fleas! Now get those ticks!,"Tu as eu toutes les puces!
Maintenant, occupe-toi des tiques!",Du hast alle Flöhe erwischt! Nun kümmere Dich um die Zecken!,¡Has acabado con las pulgas! ¡Ahora a por las garrapatas!,Hai preso tutte le pulci! Ora elimina tutti gli acari!,Du hittade alla lopporna! Ta nu bort alla fästingarna!,Je hebt alle vlooien! Ga nu achter de teken aan!
That’s all the ticks! Now finish off the fleas!!,"C’est fini pour les tiques!
Maintenant, finissons-en avec les puces!",Du hast alle Zecken erwischt! Nun kümmere Dich um die Flöhe!,¡Ya no quedan garrapatas! ¡Ahora quítale las pulgas!,Gli acari sono eliminati! Ora finisci con le pulci!,Det var alla fästingarna! Ta nu kål på lopporna!!,Dat waren de teken! Maak nu een eind aan de vlooien!
Good job! You’ve made Fido a happy dog!,"Beau travail!
Grâce à toi, Fido est enfin un chien heureux!",Gute Arbeit! Du hast Fido zu einem glücklichen Hund gemacht!,¡Bien hecho! ¡Mira qué contento está Fido!,Ottimo lavoro! Hai reso Fido un cagnolino felice!,Bra jobb! Du har gjort Fido till en lycklig hund!,Goed zo! Nu is Fido weer een blije hond!
"Remember Skip, if you’ll get all the ticks and fleas off of my
friend Fido, I’ll let you into the drain pipe.","Souviens-toi, Skip: si tu débarrasses mon ami Fido de toutes ses
tiques et puces, je te laisserai entrer dans la canalisation.","Denke dran, Skip, wenn Du meinen Freund Fido von allen Flöhen
und Zecken befreien kannst, lasse ich Dich ins Abwasserrohr.","Recuerda Skip, si le quitas a mi amigo Fido todas las garrapatas
y las pulgas te dejaré entrar por la cañería.","Ricorda, Skip, se liberi il mio amico Fido da tutte le pulci
e gli acari, ti lasceró entrare nel tubo di scarico.","Kom ihåg Skip, om du får tag i alla fästingarna och lopporna från
min vän Fido, så släpper jag in dig i avloppsröret.","Onthoud Skip, als je alle teken en vlooien van mijn vriend
Fido kunt verwijderen laat ik je in de afvoerpijp."
"The sewer will take you inside the house.
Good luck, Skip!","Cette canalisation te mènera à l’intérieur de la maison.
Bonne chance, Skip!","Das Abwasserrohr bringt Dich ins Haus, Viel Glück, Skip!","Podrás entrar en la casa por la alcantarilla. ¡Buena suerte,
Skip!","Lo scarico ti porterà dentro la casa. Buona fortuna, Skip!","Du kan ta dig in i huset via avloppet. Lycka till, Skip!",Het riool voert je in het huis. Succes Skip!
"If you can beat Sam in a slot-car race I’ll give you this key.
So hop on the car and race!","Si tu arrives à battre Sam à une course de petites voitures,
je te donnerai cette clé. En voiture et que le meilleur gagne!","Wenn Du Sam im Autorennen besiegen kannst, gebe ich Dir diesen
Schlüssel. Hüpfe aufs Auto und rase los!","¡Si ganas a Sam en una carrera al escalextrix te daré esta
llave. Venga, sube al coche y ¡a correr!","Se superi Sam nella gara con le automobiline, ti daró questa
chiave. Salta quindi sull’auto e gareggia con lui!","Om du kan vinna över Sam i en bilbanetävling så ger jag dig
denna nyckel. Så hoppa på bilen och tävla!","Als je Sam kunt verslaan in de autorace geef ik je deze sleutel.
Spring dus in de auto en ga racen!"
"Skip, there are mice in the yard who are caught in traps.
If you can rescue at least 4 of them I’ll give you another key!","Skip, des souris sont prises au piège dans le jardin.
Si tu en libères au moins 4, je te donnerai une autre clé!","Skip, es gibt Mäuse hier, die in Fallen gefangen sind. Wenn Du
mindestens 4 davon befreien kannst, gebe ich Dir einen weiteren
Schlüssel!","Skip, hay varios ratones en el patio atrapados en trampas. ¡Si
logras rescatar por lo menos a 4 te daré otra llave!","Skip, nel recinto ci sono dei topolini presi in trappola.
Se ne liberi 4, ti daró un’altra chiave!","Skip, det är möss på gården som har fastnat i fällor. Om du
kan rädda minst 4 av dem så ger jag dig en nyckel till!","Skip, er zijn muizen in de tuin die gevangen zijn in vallen.
Als je er ten minste vier kunt bevrijden geef ik je nog een sleutel!"
I’ll give you a key when you free 4 mice from their traps!,Je te donnerai une clé quand tu auras libéré 4 souris!,"Ich gebe Dir einen Schlüssel, wenn Du 4 Mäuse aus den Fallen
befreist!","¡Te daré una llave si consigues liberar a 4 ratones de las
trampas!","Ti daró una chiave quando avrai liberato 4 topolini dalle
loro trappole!",Jag ger dig en nyckel om du friar 4 möss från deras fällor!,"Ik geef je een sleutel als je vier muizen kunt bevrijden uit
hun vallen!"
"Thanks for rescuing those mice, Skip!","Merci d’avoir libéré ces souris, Skip!","Danke für das Befreien der Mäuse, Skip!","¡Gracias por rescatar a los ratones, Skip!","Grazie Skip, per aver liberato i topolini!","Tack för att du räddade mössen, Skip!","Bedankt voor het redden van die muizen, Skip!"
"You won, Skip!  Here ya go!","Tu as gagné, Skip!  Tu peux continuer ton chemin!","Du hast gewonnen, Skip! Weiter so!","¡Has ganado, Skip! ¡Toma la llave!","Hai vinto, Skip! Bravissimo!","Du vann, Skip!  Här haru!","Je hebt gewonnen, Skip! Alsjeblieft!"
"Aw, you can do better than that, Skip.
Hop back on and try again!","Ho, tu peux faire bien mieux que ça, Skip.
Allez, ouste, recommence!","Ach, das kannst Du besser, Skip. Hüpf nochmal auf und versuche
es erneut!","Venga, Skip, seguro que puedes hacerlo mejor. ¡Sube al coche
y vuelve a intentarlo!","Ehm, puoi fare di meglio, Skip. Saltaci su di nuovo e prova ancora!","Åh, du kan bättre än så, Skip. Hoppa tillbaka upp och försök
igen!","Tjonge Skip, dat kun je toch wel beter? Spring er nog
eens in en probeer het opnieuw!"
"Hey, Skip! If you can help me finish this puzzle,
I’ll give you a key.","Hé, Skip! Si tu m’aides à terminer ce puzzle,
je te donnerai une clé.","Hey, Skip! Wenn Du mir beim Lösen des Puzzles hilfst, gebe ich
Dir einen Schlüssel!","¡Hey, Skip! Si me ayudas a terminar este puzzle te doy una
llave.","Ehi Skip!	Se mi aiuti a finire questo puzzle, ti daró una
chiave.","Hörru, Skip! Om du kan hjälpa mig att lägga det här pusslet så
ger jag dig en nyckel.","Hé Skip! Als je me helpt met deze puzzel geef ik je een
sleutel."
"Thanks for finishing the puzzle for me, Skip!
Here’s a key for ya!","Merci d’avoir terminé ce puzzle pour moi, Skip!
Voilà ta clé!","Danke, daß Du das Puzzle für mich gelöst hast, Skip! Hier ist
ein Schlüssel für Dich!","¡Gracias por terminar el puzzle, Skip! ¡Esta llave es para ti!","Grazie per aver completato il puzzle, Skip! Ecco qua una
chiave!","Tack för att du lade pusslet åt mig, Skip! Här är en nyckel åt
dig!","Bedankt voor het afmaken van de puzzel Skip! Hier is
een sleutel voor je!"
"If you can destroy all of the Ant Hills, I’ll tell you which way Bully
Bee went! To destroy an Ant Hill, drop a bomb down the hole.","Si tu détruis toutes les Fourmilières, je te dirai où est partie Bully
Bee! Pour détruire une Fourmilière, largue une bombe dans le trou.","Wenn Du alle Ameisenhügel zerstörst, sage ich Dir, wohin
Tyrannen-Biene geflogen ist! Um einen Ameisenhügel zu
zerstören, lasse eine Bombe ins Loch fallen.","¡Destruye todos los hormigueros y te diré por dónde se ha ido
la Abeja Mala! Para destruir un hormiguero, lanza una bomba por el
agujero.","Se riesci a distruggere tutti i formicai, ti diró dov’è andato
Bully Bee! Per distruggere un formicaio, sgancia un bomba nel buco.","Om du kan förstöra alla myrstackarna talar jag om vilken
väg Bully Bi tog! Fäll en bomb ned i hålet för att förstöra en
myrstack.","Als je alle mierenhopen kunt vernietigen zal ik je vertellen
welke kant Pest Wesp heen is gegaan! Om een mierenhoop te
vernietigen gooi je een bom in het gat."
"To drop a bomb, press the Pickup/Drop button.
To shoot at Dragonflies, press the Kick button.","Largue une bombe avec le bouton “Ramasser”.
Tire sur les Libellules avec le bouton “Coup de pied”.","Um eine Bombe fallenzulassen, drücke die Aufheben-Fallenlassen-
Taste. Um auf Libellen zu schießen, drücke die Treten-Taste.","Para lanzar la bomba pulsa el botón Coger/Soltar. Para disparar
a las libélulas, pulsa el botón Patada.","Per sganciare una bomba, usa il tasto Prendi. Per sparare
a una libellula, usa il tasto per dare un Calcio.","För att fälla en bomb tryck Plocka upp-Släpp-knappen.
För att skjuta på trollsländor, tryck på Sparka-knappen.","Om een bom te gooien druk je op de ‘Oppak’ knop. Om op
Libellen te schieten druk je op de ‘Schop’ knop."
"Thanks for destroying all the Ant Hills, Skip! Last time I saw
Bully Bee he was headed toward the pond!","Merci d’avoir détruit toutes les Fourmilières, Skip!
La dernière fois que j’ai vu Bully Bee, elle filait vers l’étang!","Danke für das Zerstören der Ameisenhügel, Skip! Als ich
Tyrannen-Biene das letzte Mal gesehen habe, flog sie Richtung
Teich!","¡Gracias por destruir todos los hormigueros, Skip! ¡La última vez
que ví a la Abeja Mala se dirigía al estanque!","Grazie per aver distrutto tutti i formicai, Skip! L’ultima volta
che ho visto Bully Bee, stava andando verso lo stagno!","Tack för att du förstörde alla myrstackarna, Skip! Sist jag såg
Bully Bi så var han på väg mot dammen!","Bedankt voor het vernietigen van alle mierenhopen Skip!
De laatste keer dat ik Pest Wesp zag ging hij naar de vijver!"
Hey Skip!  These balls seem to scare off the Moths.,"Hé, Skip! Ces boules semblent faire une telle peur aux Mites
qu’elles s’enfuient à tire-d’aile.",Hey Skip! Diese Kugeln scheinen die Motten zu vertreiben.,¡Oye Skip! Parece que esas bolas asustan a las polillas.,Ehi Skip! Le falene sembrano terrorizzate da certe palline!,Hörru Skip!  De här bollarna verkar skrämma iväg malarna.,"Hé Skip! Het lijkt erop dat de Motten bang zijn voor
deze ballen."
"Skip, this door won’t open.
It looks like it needs a few computer chips and a battery.","Skip, cette porte refuse de s’ouvrir. Il faudrait trouver
quelques puces électroniques et une batterie.","Skip, diese Tür öffnet sich nicht. Es sieht so aus, als benötigt
sie ein paar Computer-Chips und eine Batterie.","Skip, esta puerta no se abre. Creo que necesita unos cuantos
chips y una batería.","Skip, questa porta non si apre. Sembra che ci voglia qualche
chip di computer e una batteria.","Skip, den här dörren vill inte öppna. Det verkar som om den
behöver ett par datorchips och ett batteri.","Skip, deze deur gaat niet open. Het lijkt erop dat hij
een paar nieuwe computer chips en een batterij nodig heeft."
"Skip, I’ll give you a key if you bring me all of the red clovers!
They’re all up above on those hangers.","Skip, je te donnerai une clé si tu me rapportes tous les
trèfles rouges! Ils sont tout là-haut sur ces cintres.","Skip, ich gebe Dir einen Schlüssel, wenn Du mir alle roten
Kleeblätter bringst! Sie befinden sich alle
oben auf den Kleiderbügeln.","¡Skip, te daré una llave si me traes todos los tréboles rojos!
Están todos por encima de las perchas.","Skip, se mi porti tutti i trifogli rossi ti daró una chiave!
Si trovano tutti là in alto, sopra gli attaccapanni.","Skip, jag ger dig en nyckel om du ger mig alla röda klöver!
De är där ovanför på de där hängarna.","Skip, ik geef je een sleutel als je me alle rode klavers
brengt! Ze liggen allemaal daarboven op die kleerhangers."
"Thanks for getting all the red clovers, Skip! Here’s the key!","Merci de m’avoir rapporté tous les trèfles rouges, Skip!
Voilà la clé!","Danke, daß Du mir alle roten Kleeblätter gebracht hast, Skip!
Hier ist der Schlüssel!","¡Gracias por traerme todos los tréboles rojos, Skip! ¡Aquí
tienes la llave!","Grazie per tutti i trifogli rossi, Skip! Eccoti la chiave!","Tack för att du gav mig alla röda klöver, Skip! Här är nyckeln!","Bedankt voor het halen van alle rode klavers Skip! Hier is
de sleutel!"
"Aloha Skip! Help the fisherman catch some fish by jumping on
his fishing bobbers! If you can catch 4 fish I’ll give you a key.","Aloha Skip! Saute sur les flotteurs pour aider le pêcheur à attraper
du poisson. Je te donnerai une clé en l’échange de 4 poissons!","Aloha Skip! Hilf dem Fischer, einige Fische zu fangen, indem Du auf
die Angelhaken hüpfst. Wenn Du 4 Fische fangen kannst, gebe ich Dir
einen Schlüssel.","¡Aloha Skip! ¡Ayuda al pescador a pescar abalanzándote sobre las
boyas! Si logras atrapar 4 peces te daré una llave.","Aloha Skip! Aiuta il pescatore a prendere qualche pesce,
saltando sui galleggianti. Se prendi 4 pesci, ti daró una chiave.","Aloha Skip! Hjälp fiskaren att fånga fisk genom att hoppa på hans
fiskeflöten! Om du kan fånga 4 fiskar så ger jag dig en nyckel.","Aloha Skip! Help de visser wat vis vangen door op zijn dobbers
te springen! Als je vier vissen kunt vangen geef ik je een sleutel."
You’re doing great! Keep catching fish!,Tu te débrouilles bien! Continue ta pêche miraculeuse!,Das machst Du gut! Fange weiterhin Fische!,¡Lo haces muy bien! ¡Sigue pescando!,Stai andando bene! Continua a pescare!,Vad bra det går! Fortsätt att fånga fisk!,Het gaat geweldig! Blijf vissen vangen!
"You’re quite the Angler, Skip! Here’s a key for ya!","Tu es un sacré pêcheur, Skip! Voilà ta clé!","Du bist ein guter Angler, Skip! Hier ist ein Schlüssel für Dich!","¡Estás hecho todo un pescador, Skip! ¡Toma tu llave!","Sei proprio un provetto pescatore, Skip! Eccoti una chiave!","Du är värsta fiskarn, Skip! Här är en nyckel åt dig!",Je bent een prima visser Skip! Hier is een sleutel voor je!
"Those pesky Ants have stolen all the food!
I’ll give you a key if you’ll bring back 6 pieces of food for me.
Just drop them anywhere on the picnic basket.","Ces satanées Fourmis ont volé toute ma nourriture!
Je te donnerai une clé si tu me rapportes 6 aliments.
Tu n’auras qu’à les déposer sur ce panier à pique-nique.","Diese blöden Ameisen haben das ganze Essen geklaut! Ich gebe Dir
einen Schlüssel, wenn Du mir 6 Essens-Stücke zurückbringst.
Lege sie irgendwo auf dem Picknick-Korb ab.","¡Esas molestas hormigas me han robado la comida! Te daré una llave
si me traes 6 trozos de comida. Deja los trozos en la cesta de la
merienda.","Quelle fastidiose formiche hanno preso tutto il cibo! Ti daró una
chiave se mi riporterai 6 pezzi di cibo. Lascia cadere ciascun
pezzo sopra il cesto da picnic.","De där odrägliga myrorna har stulit all mat! Jag ger dig en nyckel
om du tar tillbaka 6 bitar mat åt mig. Släpp dem varsomhelst på
picknickkorgen.","Die vervelende mieren hebben al het eten gestolen! Ik geef je
een sleutel als je zes porties eten voor me terug brengt.
Leg ze maar op de picknickmand."
"Keep bringin’ me food, Skip!","J’ai encore faim, Skip!","Bringe mir weiter Essen, Skip!","¡Sigue trayendo comida, Skip!","Continua a portarmi cibo, Skip!","Fortsätt att ge mig mat, Skip!",Blijf me eten brengen Skip!
"Mmmmm, yummy! Thanks for the food, Skip!  Here’s the key!","Mmmmm, miammm! Merci pour ce repas de roi, Skip!
Voilà la clé!","Mmmmm, lecker! Danke für das Essen, Skip!  Hier ist der Schlüssel","¡Mmmmm, qué rico! ¡Gracias por la comida, Skip! ¡Toma la llave!","Mmmmm, buono! Grazie per il cibo, Skip! Eccoti la chiave!","Mmmmm, gott! Tack för maten, Skip!  Här är nyckeln!","Mmmmm, lekker! Bedankt voor het eten Skip! Hier is de sleutel!"
"Skip, Bully Bee took your bag inside the Bee Hive! The only way
I know to make the Bees go away is to smoke them out, so gather
some leaves and twigs under the hive.","Skip, Bully Bee a emmené ton sac dans la Ruche!
La seule façon d’en faire sortir les Abeilles est de les enfumer.
Dépose des feuilles et des brindilles sous la ruche.","Skip, Tyrannen-Biene hat Deinen Rucksack in den Bienenkorb gebracht!
Du kannst die Bienen nur durch Ausräuchern vertreiben, sammele
also etwas Laub und Zweige unter dem Korb.","¡Skip, la Abeja Mala se ha llevado tu mochila a la colmena! Sólo
conseguirás hacer salir a las abejas con humo, así que
amontona hojas y ramitas debajo de la colmena.","Skip, Bully Bee ha portato il tuo sacchetto dentro il favo!
Per scacciare le api bisogna affumicarle. Intanto, porta un po’
di foglie e ramoscelli sotto il favo.","Skip, Bully Bi tog din väska in till bikupan! Det enda sättet jag vet
som får bin att fly är att röka ut dem, så samla ihop löv och grenar
under kupan.","Skip, Pest Wesp heeft je tas meegenomen in de Bijenkorf!
De enige manier die ik ken om de bijen te verdrijven is door ze uit
te roken, dus ga blaadjes en takjes verzamelen onder de bijenkorf."
"That’s a good start, but it’s not enough kindling to make a big fire.
Gather more leaves and twigs under the hive!","C’est un bon début, mais il n’y a pas assez de petit bois pour faire
un bon feu. Rajoute d’autres feuilles et brindilles sous la ruche!","Nicht schlecht, aber nicht zündend genug, um ein großes Feuer zu
machen. Sammele mehr Laub und Zweige unter dem Korb!","Vas bien, pero no es suficiente como para hacer una buena
hoguera. ¡Coloca más hojas y ramitas bajo la colmena!","L’inizio è buono, ma non abbastanza per fare un bel faló.
Metti ancora alcune foglie e ramoscelli sotto il favo!","Det är en bra början, men det är inte nog med tändmaterial för att
göra en stor brasa. Samla ihop mer löv och grenar under kupan!","Dat is een goed begin, maar het is nog niet genoeg
aanmaakhout om een groot vuur te maken. Verzamel meer
blaadjes en takjes onder de bijenkorf!"
"That looks good, Skip!
Now we just need a spark to light the fire!","Ça me semble parfait, Skip! Il ne nous manque plus qu’une
étincelle pour allumer ce feu!","Das sieht gut aus, Skip! Nun benötigen wir nur noch einen
Funken, um das Feuer zu entzünden!","¡Fenomenal, Skip! ¡Ahora sólo necesitas una chispa para encender
el fuego!","Cosí va bene, Skip! Ora ci serve un fiammifero per accendere
il fuoco!","Det ser bra ut, Skip! Nu behöver vi bara en gnista för att tända
brasan!","Dat ziet er goed uit Skip! Nu hebben we alleen nog een vonkje
nodig om het vuur te ontsteken!"
"Great job, Skip! The hive now looks safe to enter!","Génial, Skip! Tu peux entrer dans la ruche sans danger maintenant!","Gute Arbeit, Skip! Den Korb kann man nun gefahrlos betreten!","¡Buen trabajo, Skip! ¡Ya puedes entrar tranquilo en la colmena!","Ben fatto, Skip! Il favo è libero e ora puoi entrarci!","Bra jobb, Skip! Det verkar nu säkert att gå in i kupan!","Goed gedaan Skip! De bijenkorf ziet er nu veilig genoeg uit om
naar binnen te gaan!"
